itemID,boughtAt,convertAt,status,itemCategory,itemType,itemSubType,gender,itemCondition,itemFabrics,itemColor,size,brand,acquisitionChannel,purchasePrice,resalePrice,repairEffort
ITEM00135,2025-07-02 09:17:54,2025-08-26 12:18:04,sold,Bottomwear,Skirt,Mini Skirt,Unisex,6,"0,71,0,0,0,0,0,29",Black,S,Uniqlo,userSellIn,21.8,70.69,minor
ITEM00136,2025-06-17 17:01:14,2025-10-03 08:35:03,sold,Accessories,General,Belt,Unisex,5,"0,0,0,0,100,0,0,0",Grey,Kids,Levi's,donation,5.2,11.15,none
ITEM00137,2025-06-14 12:11:04,2025-09-22 08:35:36,sold,Topwear,Jacket,Blazer,Unisex,3,"0,0,0,0,0,0,0,100",Beige,34,Zara,donation,9.09,21.65,moderate
ITEM00138,2025-06-06 04:46:03,2025-08-24 00:39:06,sold,Bottomwear,Pants,Jeans,Men,6,"0,100,0,0,0,0,0,0",Green,Kids,Levi's,donation,24.02,76.47,none
ITEM00139,2025-06-10 19:51:05,2025-09-24 05:05:43,sold,Bottomwear,Pants,Chinos,Unisex,4,"100,0,0,0,0,0,0,0",Black,42,Uniqlo,userSellIn,16.9,39.27,minor
ITEM00140,2025-06-19 04:18:58,2025-08-30 03:45:50,sold,Accessories,General,Belt,Men,7,"0,0,38,0,0,62,0,0",Multicolor,34,Adidas,bulkWholesale,15.51,35.86,moderate
ITEM00141,2025-06-28 00:55:16,2025-08-25 21:15:08,sold,Bottomwear,Pants,Shorts,Kids,3,"0,0,100,0,0,0,0,0",Red,36,Patagonia,bulkWholesale,25.7,93.47,heavy
ITEM00142,2025-06-19 23:14:28,2025-08-28 23:52:40,sold,Bottomwear,Pants,Chinos,Women,3,"0,0,100,0,0,0,0,0",Grey,L,H&M,donation,16.86,26.02,heavy
ITEM00143,2025-07-04 16:10:43,2025-08-31 15:49:26,sold,Accessories,General,Handbag,Kids,4,"27,0,0,0,0,0,73,0",Red,40,Patagonia,donation,20.13,76.27,none
ITEM00144,2025-07-02 14:30:54,2025-08-22 21:27:15,disposed,Footwear,Shoes,Boots,Kids,2,"0,0,0,0,0,100,0,0",Beige,36,Uniqlo,donation,14.55,0.0,heavy
ITEM00145,2025-06-24 08:15:11,2025-09-23 14:43:04,sold,Accessories,General,Belt,Unisex,8,"0,0,100,0,0,0,0,0",Green,38,Adidas,donation,24.28,79.61,none
ITEM00146,2025-06-10 09:27:06,2025-07-27 11:10:44,sold,Accessories,General,Handbag,Kids,9,"0,23,77,0,0,0,0,0",Blue,L,Gucci,bulkWholesale,10.2,27.24,minor
ITEM00147,2025-07-02 07:54:54,2025-09-01 00:44:20,sold,Accessories,General,Scarf,Women,8,"0,0,64,36,0,0,0,0",Beige,34,Gucci,userSellIn,12.76,32.08,moderate
ITEM00148,2025-06-08 17:58:59,2025-08-19 07:43:24,disposed,Accessories,General,Handbag,Men,0,"0,0,0,0,0,0,100,0",Green,Kids,Zara,donation,27.82,0.0,moderate
ITEM00149,2025-06-19 07:54:50,2025-07-17 23:06:00,sold,Footwear,Shoes,Sneakers,Unisex,6,"0,0,61,0,39,0,0,0",Blue,38,Zara,userSellIn,23.13,86.86,none
ITEM00150,2025-06-26 18:45:00,2025-08-14 22:02:05,sold,Footwear,Shoes,Sneakers,Unisex,10,"0,0,100,0,0,0,0,0",Blue,44,Uniqlo,donation,16.18,38.56,minor
ITEM00151,2025-06-19 22:37:59,2025-09-04 17:03:29,disposed,Accessories,General,Scarf,Kids,1,"0,0,0,0,0,100,0,0",Beige,M,Levi's,bulkWholesale,24.5,0.0,heavy
ITEM00152,2025-06-06 21:52:27,2025-10-03 07:35:16,sold,Bottomwear,Pants,Chinos,Men,6,"0,0,0,0,60,40,0,0",Green,36,Patagonia,bulkWholesale,18.96,62.71,minor
ITEM00153,2025-07-05 15:26:47,2025-07-31 22:34:42,sold,Topwear,Shirt,Blouse,Men,6,"0,0,0,0,0,0,100,0",Multicolor,40,Gucci,userSellIn,0.19,0.53,heavy
ITEM00154,2025-06-08 06:46:07,2025-09-03 04:54:24,sold,One-Piece,Dress,Summer Dress,Men,9,"0,74,0,26,0,0,0,0",Grey,S,Gucci,userSellIn,28.33,49.54,heavy
ITEM00155,2025-06-15 20:43:18,2025-09-28 05:29:42,sold,One-Piece,Dress,Evening Dress,Men,6,"0,0,65,35,0,0,0,0",White,XL,Nike,userSellIn,10.43,29.52,moderate
ITEM00156,2025-06-18 11:19:16,2025-09-08 05:06:07,sold,Accessories,General,Scarf,Women,8,"0,0,0,0,0,100,0,0",White,Kids,Nike,userSellIn,23.7,91.63,heavy
ITEM00157,2025-07-04 05:13:42,2025-09-22 12:44:09,sold,Topwear,Shirt,Blouse,Men,3,"0,0,0,0,100,0,0,0",Multicolor,38,Zara,userSellIn,1.91,7.51,none
ITEM00158,2025-06-08 16:06:30,2025-07-29 03:27:01,sold,One-Piece,Dress,Summer Dress,Unisex,5,"0,0,0,0,0,47,53,0",Green,34,Nike,bulkWholesale,16.96,39.91,heavy
ITEM00159,2025-06-26 01:25:01,2025-08-29 06:05:44,sold,Accessories,General,Belt,Women,5,"0,0,100,0,0,0,0,0",Red,34,H&M,donation,16.83,46.28,none
ITEM00160,2025-06-18 10:22:57,2025-09-01 22:34:22,disposed,One-Piece,Dress,Casual Dress,Women,1,"0,0,100,0,0,0,0,0",Multicolor,40,Adidas,donation,27.13,0.0,moderate
ITEM00161,2025-07-03 21:22:25,2025-07-29 07:29:05,sold,Bottomwear,Skirt,Maxi Skirt,Men,9,"0,0,75,25,0,0,0,0",Black,M,H&M,bulkWholesale,18.72,71.45,minor
ITEM00162,2025-06-14 06:48:35,2025-09-30 10:07:49,sold,One-Piece,Dress,Evening Dress,Unisex,4,"0,82,18,0,0,0,0,0",Beige,34,Zara,userSellIn,14.71,32.81,moderate
ITEM00163,2025-06-21 16:06:50,2025-08-23 11:30:18,recycled,Topwear,Shirt,Blouse,Kids,1,"0,0,55,0,0,45,0,0",Black,XS,Gucci,donation,27.8,0.0,moderate
ITEM00164,2025-06-27 02:30:41,2025-09-05 13:35:08,sold,Accessories,General,Handbag,Unisex,6,"0,0,100,0,0,0,0,0",Grey,S,Uniqlo,donation,3.03,11.69,heavy
ITEM00165,2025-06-06 04:26:28,2025-07-28 06:45:58,sold,One-Piece,Dress,Casual Dress,Men,7,"0,0,0,0,0,0,100,0",Black,S,Zara,bulkWholesale,6.66,23.4,none
ITEM00166,2025-06-07 19:22:28,2025-07-21 12:24:59,recycled,Footwear,Shoes,Boots,Women,1,"0,0,100,0,0,0,0,0",Green,38,H&M,donation,27.98,0.0,moderate
ITEM00167,2025-07-01 04:11:15,2025-07-31 03:45:35,recycled,Accessories,General,Handbag,Unisex,2,"0,0,0,0,0,0,0,100",White,34,Patagonia,userSellIn,20.42,0.0,heavy
ITEM00168,2025-06-20 00:00:30,2025-09-01 19:05:52,disposed,Footwear,Shoes,Sneakers,Unisex,1,"0,0,0,0,7,0,0,93",Green,44,Adidas,userSellIn,1.29,0.0,minor
ITEM00169,2025-06-06 09:32:41,2025-08-27 09:23:20,disposed,Bottomwear,Skirt,Mini Skirt,Unisex,1,"0,0,0,0,0,100,0,0",Green,L,Gucci,donation,18.54,0.0,none
ITEM00170,2025-06-06 16:25:11,2025-07-21 13:55:29,sold,Topwear,Jacket,Winter Coat,Unisex,8,"0,0,3,0,0,0,97,0",White,38,Zara,donation,22.89,82.74,heavy
ITEM00171,2025-06-25 19:46:20,2025-09-18 20:51:42,sold,One-Piece,Dress,Casual Dress,Unisex,4,"0,0,75,0,0,25,0,0",Black,Kids,Gucci,userSellIn,4.34,16.37,heavy
ITEM00172,2025-06-15 23:53:27,2025-08-23 01:32:05,sold,Topwear,Jacket,Hoodie,Men,6,"0,0,0,0,33,0,67,0",Black,40,Uniqlo,bulkWholesale,3.56,10.73,heavy
ITEM00173,2025-06-09 19:10:51,2025-09-01 01:22:36,sold,One-Piece,Dress,Evening Dress,Men,5,"0,0,0,38,0,0,62,0",Multicolor,42,Gucci,bulkWholesale,18.81,68.35,heavy
ITEM00174,2025-06-22 08:11:45,2025-09-23 08:51:06,sold,One-Piece,Dress,Casual Dress,Women,5,"0,0,0,0,100,0,0,0",Multicolor,XL,Adidas,bulkWholesale,20.2,33.8,minor
ITEM00175,2025-06-15 05:21:32,2025-07-31 04:10:20,sold,One-Piece,Dress,Evening Dress,Kids,4,"0,0,0,0,0,100,0,0",Green,38,Nike,userSellIn,16.54,42.39,minor
ITEM00176,2025-06-21 21:53:43,2025-08-02 23:07:48,sold,Accessories,General,Belt,Kids,8,"0,0,0,0,0,86,0,14",Green,34,Patagonia,donation,17.76,42.65,moderate
ITEM00177,2025-06-27 09:56:02,2025-07-30 10:10:49,sold,Accessories,General,Handbag,Unisex,9,"0,0,0,0,0,100,0,0",Red,44,Patagonia,donation,19.25,35.84,minor
ITEM00178,2025-07-01 22:15:35,2025-09-14 17:30:41,sold,Footwear,Shoes,Boots,Kids,4,"0,65,0,0,0,0,0,35",Green,40,H&M,userSellIn,8.36,24.78,heavy
ITEM00179,2025-06-19 07:16:15,2025-08-25 05:03:38,sold,Accessories,General,Belt,Women,5,"0,0,0,52,0,0,0,48",Beige,34,Levi's,userSellIn,16.56,37.44,minor
ITEM00180,2025-06-14 08:20:24,2025-08-22 12:23:31,sold,Bottomwear,Pants,Jeans,Unisex,5,"0,100,0,0,0,0,0,0",White,42,Zara,bulkWholesale,22.27,35.22,heavy
ITEM00181,2025-06-27 16:40:54,2025-08-29 01:47:44,sold,Bottomwear,Pants,Jeans,Kids,4,"0,29,0,0,0,0,71,0",Blue,36,Gucci,userSellIn,8.1,16.29,moderate
ITEM00182,2025-06-28 07:40:36,2025-09-25 08:29:14,sold,Topwear,Jacket,Winter Coat,Kids,9,"0,0,0,0,19,0,81,0",White,40,H&M,donation,21.56,73.83,minor
ITEM00183,2025-06-07 01:23:03,2025-09-17 16:19:56,disposed,One-Piece,Dress,Summer Dress,Unisex,2,"0,0,100,0,0,0,0,0",White,S,Levi's,userSellIn,22.95,0.0,heavy
ITEM00184,2025-06-21 14:51:46,2025-09-20 22:09:43,disposed,One-Piece,Dress,Summer Dress,Women,2,"100,0,0,0,0,0,0,0",Grey,M,H&M,userSellIn,24.55,0.0,minor
ITEM00185,2025-06-29 15:23:47,2025-09-13 21:19:51,disposed,Bottomwear,Pants,Chinos,Unisex,2,"0,34,0,0,66,0,0,0",Black,M,Gucci,donation,6.01,0.0,moderate
ITEM00186,2025-06-08 16:51:36,2025-09-02 14:35:57,sold,Footwear,Shoes,Boots,Unisex,5,"0,0,0,0,0,0,0,100",Beige,40,Patagonia,bulkWholesale,3.73,14.63,none
ITEM00187,2025-06-11 22:43:40,2025-07-25 00:45:52,sold,Topwear,Jacket,Blazer,Unisex,10,"0,0,0,0,0,0,0,100",Blue,44,Zara,userSellIn,12.29,28.34,heavy
ITEM00188,2025-06-05 19:05:18,2025-09-16 14:39:15,sold,Bottomwear,Pants,Shorts,Women,8,"0,0,0,0,0,0,0,100",Beige,XS,Adidas,bulkWholesale,19.68,35.0,heavy
ITEM00189,2025-06-09 18:51:35,2025-09-10 15:37:13,sold,One-Piece,Dress,Casual Dress,Kids,4,"0,0,100,0,0,0,0,0",Blue,38,Gucci,userSellIn,10.87,30.31,minor
ITEM00190,2025-06-08 14:48:11,2025-09-11 01:38:50,sold,Footwear,Shoes,Sneakers,Unisex,4,"42,0,0,0,0,0,58,0",Beige,XS,Nike,userSellIn,12.46,34.09,minor
ITEM00191,2025-06-08 03:07:57,2025-08-25 07:17:45,disposed,One-Piece,Dress,Casual Dress,Men,0,"0,0,0,0,100,0,0,0",Grey,38,Nike,bulkWholesale,12.14,0.0,heavy
ITEM00192,2025-06-28 15:41:52,2025-10-03 06:06:57,recycled,Bottomwear,Skirt,Maxi Skirt,Unisex,0,"0,0,0,0,0,0,100,0",Beige,42,Nike,donation,2.74,0.0,none
ITEM00193,2025-06-26 22:53:01,2025-08-24 21:20:50,sold,Bottomwear,Skirt,Maxi Skirt,Women,6,"0,100,0,0,0,0,0,0",White,S,Patagonia,donation,0.72,2.72,minor
ITEM00194,2025-06-18 20:14:26,2025-08-24 03:02:51,sold,Bottomwear,Pants,Chinos,Men,5,"0,0,75,0,0,0,0,25",Multicolor,Kids,Gucci,userSellIn,14.94,27.36,heavy
ITEM00195,2025-06-17 05:31:48,2025-07-19 11:53:25,sold,Topwear,Jacket,Blazer,Women,5,"100,0,0,0,0,0,0,0",White,38,H&M,userSellIn,28.0,65.89,minor
ITEM00196,2025-06-08 22:30:20,2025-09-25 19:37:01,disposed,Accessories,General,Scarf,Kids,2,"100,0,0,0,0,0,0,0",Multicolor,L,Uniqlo,bulkWholesale,5.08,0.0,none
ITEM00197,2025-06-16 18:04:35,2025-10-02 04:02:56,sold,Footwear,Shoes,Boots,Men,5,"0,0,0,0,45,0,55,0",Grey,42,Uniqlo,userSellIn,11.53,34.68,minor
ITEM00198,2025-06-15 20:11:10,2025-09-16 01:25:29,sold,One-Piece,Dress,Evening Dress,Men,6,"0,0,0,0,0,100,0,0",Beige,44,Levi's,userSellIn,23.17,80.67,none
ITEM00199,2025-07-02 02:08:04,2025-09-25 12:01:41,recycled,Accessories,General,Scarf,Kids,2,"0,0,0,0,0,100,0,0",White,S,Adidas,bulkWholesale,26.59,0.0,heavy
ITEM00200,2025-06-13 00:20:59,2025-09-24 11:22:58,disposed,Topwear,Jacket,Winter Coat,Women,0,"0,0,0,100,0,0,0,0",Red,34,H&M,donation,9.55,0.0,heavy
ITEM00201,2025-06-11 20:21:48,2025-07-20 19:48:09,sold,Accessories,General,Handbag,Men,7,"0,0,64,36,0,0,0,0",Multicolor,44,Adidas,donation,14.91,54.05,heavy
ITEM00202,2025-06-29 21:48:32,2025-09-22 01:26:16,sold,Accessories,General,Scarf,Men,9,"0,0,0,0,0,0,100,0",Green,S,Zara,userSellIn,21.42,66.72,none
ITEM00203,2025-06-05 17:30:11,2025-08-07 00:07:55,recycled,Bottomwear,Skirt,Maxi Skirt,Women,1,"0,0,0,0,0,0,100,0",Beige,S,Adidas,donation,1.56,0.0,heavy
ITEM00204,2025-06-11 20:51:49,2025-09-04 12:44:43,sold,Bottomwear,Pants,Shorts,Unisex,6,"0,40,0,0,0,60,0,0",Black,XS,Patagonia,bulkWholesale,27.46,66.79,minor
ITEM00205,2025-06-22 00:48:32,2025-09-22 12:36:10,sold,Bottomwear,Skirt,Mini Skirt,Men,5,"100,0,0,0,0,0,0,0",Beige,40,Gucci,bulkWholesale,11.71,43.77,heavy
ITEM00206,2025-06-12 14:56:23,2025-09-09 17:48:21,sold,Accessories,General,Handbag,Women,6,"0,0,0,76,0,0,0,24",Grey,XL,Gucci,userSellIn,20.54,42.24,heavy
ITEM00207,2025-06-20 22:34:46,2025-09-28 20:41:20,sold,Bottomwear,Pants,Chinos,Women,5,"0,8,0,0,0,92,0,0",Green,S,Patagonia,userSellIn,16.15,55.4,none
ITEM00208,2025-07-01 12:24:10,2025-09-02 22:43:11,sold,Topwear,Shirt,T-Shirt,Kids,10,"0,0,0,0,0,0,0,100",Beige,Kids,Uniqlo,bulkWholesale,11.24,41.1,none
ITEM00209,2025-06-22 11:40:03,2025-07-23 14:26:45,sold,Bottomwear,Pants,Shorts,Men,7,"0,0,100,0,0,0,0,0",Grey,42,Nike,bulkWholesale,23.69,68.52,none
ITEM00210,2025-06-08 15:01:54,2025-07-17 17:14:53,disposed,Accessories,General,Belt,Unisex,0,"67,0,0,0,0,33,0,0",Grey,42,Nike,bulkWholesale,20.58,0.0,moderate
ITEM00211,2025-06-15 21:50:59,2025-08-10 11:44:12,sold,Accessories,General,Belt,Unisex,4,"0,0,0,0,100,0,0,0",Blue,44,Gucci,bulkWholesale,28.1,75.1,none
ITEM00212,2025-06-26 01:09:01,2025-08-04 00:57:14,sold,Topwear,Shirt,Polo,Men,8,"0,0,0,0,0,0,0,100",Beige,42,Gucci,donation,17.82,59.88,moderate
ITEM00213,2025-06-21 00:27:38,2025-08-22 16:39:26,recycled,Accessories,General,Handbag,Women,2,"74,0,26,0,0,0,0,0",Black,36,Levi's,donation,28.67,0.0,minor
ITEM00214,2025-06-17 04:29:31,2025-08-13 15:30:50,disposed,One-Piece,Dress,Casual Dress,Unisex,2,"100,0,0,0,0,0,0,0",Green,L,Uniqlo,userSellIn,27.01,0.0,moderate
ITEM00215,2025-06-27 19:32:33,2025-09-10 13:08:24,disposed,Bottomwear,Pants,Jeans,Men,2,"100,0,0,0,0,0,0,0",Multicolor,34,Zara,bulkWholesale,17.36,0.0,moderate
ITEM00216,2025-06-29 20:04:41,2025-08-15 05:33:41,sold,Bottomwear,Skirt,Maxi Skirt,Men,10,"0,0,0,100,0,0,0,0",Multicolor,Kids,Zara,donation,4.76,8.31,moderate
ITEM00217,2025-06-16 07:43:54,2025-08-25 00:07:07,disposed,Accessories,General,Belt,Kids,0,"0,0,0,0,0,72,0,28",Grey,44,Patagonia,donation,25.53,0.0,minor
ITEM00218,2025-06-10 15:21:18,2025-08-15 01:50:38,disposed,Bottomwear,Pants,Jeans,Unisex,2,"0,0,0,33,0,0,0,67",White,S,Patagonia,donation,2.98,0.0,moderate
ITEM00219,2025-07-04 03:17:20,2025-09-09 04:37:47,sold,Bottomwear,Skirt,Maxi Skirt,Men,5,"67,0,0,33,0,0,0,0",Red,40,Uniqlo,userSellIn,16.81,28.94,none
ITEM00220,2025-06-18 15:52:30,2025-07-29 05:15:33,sold,Accessories,General,Scarf,Unisex,7,"0,0,29,71,0,0,0,0",Multicolor,XL,Zara,bulkWholesale,13.09,19.94,none
ITEM00221,2025-06-27 10:01:25,2025-10-03 00:58:43,sold,Bottomwear,Pants,Jeans,Kids,3,"0,100,0,0,0,0,0,0",White,42,Levi's,donation,26.71,87.15,moderate
ITEM00222,2025-06-23 22:34:33,2025-09-03 12:02:18,recycled,One-Piece,Dress,Summer Dress,Men,0,"0,0,0,0,0,0,100,0",White,44,Gucci,userSellIn,18.97,0.0,moderate
ITEM00223,2025-06-17 02:31:00,2025-07-17 17:18:06,disposed,Footwear,Shoes,Sneakers,Women,1,"14,0,0,0,0,86,0,0",Green,40,Nike,donation,20.59,0.0,minor
ITEM00224,2025-06-15 22:35:13,2025-08-07 22:36:46,sold,Footwear,Shoes,Heels,Unisex,3,"0,0,0,100,0,0,0,0",Green,40,Patagonia,bulkWholesale,26.69,62.39,none
ITEM00225,2025-06-19 01:10:12,2025-09-03 18:24:08,recycled,One-Piece,Dress,Evening Dress,Unisex,1,"0,0,0,0,0,0,100,0",White,XS,Zara,bulkWholesale,13.09,0.0,minor
ITEM00226,2025-06-19 00:20:45,2025-08-14 05:27:14,disposed,One-Piece,Dress,Evening Dress,Women,1,"0,0,100,0,0,0,0,0",Multicolor,44,H&M,donation,29.41,0.0,minor
ITEM00227,2025-06-12 18:27:30,2025-08-26 14:26:40,sold,Footwear,Shoes,Heels,Kids,10,"0,0,0,100,0,0,0,0",White,XL,Levi's,bulkWholesale,28.41,53.28,none
ITEM00228,2025-06-27 06:33:25,2025-07-20 00:13:14,sold,Bottomwear,Pants,Chinos,Men,3,"0,0,0,0,0,57,43,0",Black,34,Gucci,userSellIn,6.32,9.68,minor
ITEM00229,2025-07-05 16:02:31,2025-09-10 09:46:37,disposed,Topwear,Jacket,Blazer,Men,0,"4,0,96,0,0,0,0,0",Green,XS,H&M,userSellIn,6.45,0.0,heavy
ITEM00230,2025-06-21 21:10:07,2025-08-29 23:44:47,disposed,Footwear,Shoes,Heels,Kids,1,"0,0,0,0,28,0,0,72",Blue,S,Zara,donation,0.19,0.0,none
ITEM00231,2025-06-21 01:53:16,2025-10-02 12:01:02,sold,Bottomwear,Skirt,Maxi Skirt,Kids,7,"67,0,0,0,0,0,33,0",Multicolor,M,H&M,donation,14.64,32.14,minor
ITEM00232,2025-06-07 01:38:24,2025-08-03 20:12:05,sold,One-Piece,Dress,Casual Dress,Unisex,3,"75,25,0,0,0,0,0,0",Green,L,H&M,bulkWholesale,15.52,55.02,minor
ITEM00233,2025-06-16 19:20:48,2025-08-02 10:29:05,recycled,Accessories,General,Handbag,Kids,1,"0,0,32,0,0,0,0,68",Black,M,Zara,donation,16.13,0.0,none
ITEM00234,2025-06-13 14:49:55,2025-08-19 00:56:49,sold,Bottomwear,Skirt,Mini Skirt,Kids,10,"0,0,0,100,0,0,0,0",Grey,34,Patagonia,bulkWholesale,6.47,23.75,minor
ITEM00235,2025-06-22 04:47:19,2025-08-17 00:55:16,sold,Footwear,Shoes,Boots,Women,7,"0,0,100,0,0,0,0,0",Grey,36,Gucci,bulkWholesale,28.18,74.29,heavy
ITEM00236,2025-06-13 15:10:27,2025-08-03 08:44:44,sold,Bottomwear,Skirt,Maxi Skirt,Men,5,"38,0,0,0,0,0,0,62",Black,34,Nike,bulkWholesale,6.89,11.72,moderate
ITEM00237,2025-06-14 16:30:30,2025-08-20 06:37:48,sold,Topwear,Jacket,Blazer,Unisex,8,"0,0,0,0,100,0,0,0",White,L,Nike,donation,5.28,20.21,moderate
ITEM00238,2025-06-28 04:04:08,2025-09-07 23:01:05,recycled,One-Piece,Dress,Casual Dress,Men,2,"0,0,53,0,0,0,0,47",Black,M,H&M,donation,16.02,0.0,none
ITEM00239,2025-06-22 14:46:35,2025-08-06 15:34:47,disposed,Topwear,Shirt,Blouse,Women,1,"0,54,0,0,0,46,0,0",Multicolor,L,H&M,bulkWholesale,10.26,0.0,minor
ITEM00240,2025-06-13 11:30:52,2025-09-30 00:36:05,sold,Topwear,Jacket,Blazer,Kids,7,"0,29,71,0,0,0,0,0",Black,M,Zara,bulkWholesale,9.65,29.0,moderate
ITEM00241,2025-06-25 14:07:07,2025-09-10 15:46:19,sold,Footwear,Shoes,Sneakers,Men,6,"0,0,71,0,0,29,0,0",White,S,Nike,donation,17.85,64.99,heavy
ITEM00242,2025-06-16 14:02:09,2025-08-12 12:56:08,sold,One-Piece,Dress,Summer Dress,Unisex,5,"0,0,0,0,0,0,100,0",Black,XS,Levi's,bulkWholesale,25.18,92.59,minor
ITEM00243,2025-06-28 14:42:27,2025-09-23 20:06:50,recycled,Topwear,Jacket,Blazer,Kids,0,"0,0,0,0,100,0,0,0",Beige,L,Zara,donation,18.67,0.0,minor
ITEM00244,2025-06-27 08:14:23,2025-07-29 03:09:28,disposed,One-Piece,Dress,Casual Dress,Women,2,"0,0,0,78,0,0,22,0",White,38,Patagonia,donation,21.61,0.0,none
ITEM00245,2025-06-11 19:06:46,2025-08-04 20:04:34,sold,Topwear,Jacket,Blazer,Unisex,9,"0,0,100,0,0,0,0,0",White,XL,Zara,userSellIn,13.57,46.19,heavy
ITEM00246,2025-06-18 22:32:32,2025-07-23 06:10:37,sold,Footwear,Shoes,Boots,Unisex,10,"0,0,0,0,0,0,0,100",Red,42,Gucci,bulkWholesale,27.33,105.2,none
ITEM00247,2025-06-20 03:30:17,2025-07-23 15:34:33,recycled,Bottomwear,Skirt,Maxi Skirt,Women,2,"0,0,0,0,100,0,0,0",Grey,S,Uniqlo,userSellIn,3.34,0.0,minor
ITEM00248,2025-06-25 06:19:34,2025-08-11 06:20:04,sold,One-Piece,Dress,Casual Dress,Men,3,"0,0,66,34,0,0,0,0",Beige,XL,Levi's,bulkWholesale,2.65,9.68,heavy
ITEM00249,2025-06-30 11:21:36,2025-09-13 17:20:57,recycled,Accessories,General,Handbag,Men,1,"0,0,0,36,0,64,0,0",Red,XL,H&M,userSellIn,28.95,0.0,minor
ITEM00250,2025-06-13 20:58:36,2025-09-03 08:18:15,sold,Footwear,Shoes,Sneakers,Women,4,"0,0,100,0,0,0,0,0",Green,XL,Nike,bulkWholesale,5.62,20.88,heavy
ITEM00251,2025-06-22 19:18:49,2025-07-22 16:46:08,sold,Footwear,Shoes,Heels,Unisex,6,"0,0,100,0,0,0,0,0",Black,Kids,Patagonia,donation,0.25,0.44,heavy
ITEM00252,2025-06-28 18:24:48,2025-07-15 16:49:48,disposed,Accessories,General,Belt,Women,0,"40,0,0,60,0,0,0,0",Green,44,Nike,bulkWholesale,8.47,0.0,minor
ITEM00253,2025-07-02 10:57:17,2025-09-01 14:46:38,sold,Bottomwear,Pants,Chinos,Kids,9,"0,0,0,0,100,0,0,0",Multicolor,44,Adidas,bulkWholesale,26.37,48.84,none
ITEM00254,2025-06-19 10:31:18,2025-09-29 00:20:32,recycled,Accessories,General,Handbag,Kids,0,"49,0,0,51,0,0,0,0",Blue,S,Levi's,donation,7.4,0.0,heavy
ITEM00255,2025-06-07 12:42:06,2025-08-15 20:00:44,sold,Bottomwear,Pants,Shorts,Kids,7,"36,0,0,0,64,0,0,0",Red,34,H&M,userSellIn,11.26,23.62,moderate
ITEM00256,2025-06-29 11:53:00,2025-08-25 10:45:06,sold,Footwear,Shoes,Heels,Kids,4,"0,0,0,0,0,0,100,0",Grey,L,Gucci,bulkWholesale,7.73,27.49,none
ITEM00257,2025-06-22 15:41:55,2025-09-25 08:35:36,sold,Footwear,Shoes,Boots,Women,7,"0,0,0,0,41,0,59,0",Black,44,Patagonia,userSellIn,16.12,49.75,heavy
ITEM00258,2025-07-04 13:45:07,2025-08-06 01:11:32,sold,Bottomwear,Skirt,Mini Skirt,Unisex,9,"0,0,0,42,58,0,0,0",Grey,38,H&M,bulkWholesale,5.65,14.94,heavy
ITEM00259,2025-07-05 12:36:42,2025-07-19 07:01:43,sold,Footwear,Shoes,Heels,Kids,5,"0,0,0,0,0,100,0,0",Beige,42,Uniqlo,donation,8.34,28.19,heavy
ITEM00260,2025-06-16 03:10:42,2025-07-22 13:22:35,sold,Accessories,General,Belt,Women,9,"0,0,79,0,0,0,0,21",Blue,L,Nike,bulkWholesale,16.07,60.28,heavy
ITEM00261,2025-06-24 07:01:42,2025-07-18 00:02:01,sold,Topwear,Shirt,T-Shirt,Women,8,"0,26,0,74,0,0,0,0",Green,S,Uniqlo,userSellIn,8.72,19.44,moderate
ITEM00262,2025-06-19 12:46:10,2025-07-27 10:40:37,disposed,Accessories,General,Scarf,Unisex,1,"0,0,0,0,0,100,0,0",Black,XS,Gucci,donation,14.92,0.0,none
ITEM00263,2025-06-06 01:55:53,2025-09-11 11:49:51,sold,Bottomwear,Pants,Jeans,Kids,9,"0,0,0,0,21,0,0,79",Red,34,Patagonia,donation,24.67,54.34,minor
ITEM00264,2025-07-01 06:55:41,2025-09-10 13:14:56,sold,Topwear,Shirt,T-Shirt,Unisex,7,"0,0,0,0,0,0,52,48",Blue,Kids,Patagonia,donation,17.24,67.49,heavy
ITEM00265,2025-06-30 08:07:04,2025-08-02 17:00:24,sold,Footwear,Shoes,Heels,Men,10,"0,0,100,0,0,0,0,0",Red,S,Levi's,bulkWholesale,19.94,77.98,minor
ITEM00266,2025-06-22 13:20:20,2025-09-13 01:56:58,recycled,Topwear,Jacket,Winter Coat,Unisex,1,"0,0,0,0,0,0,0,100",Red,Kids,Gucci,userSellIn,11.09,0.0,heavy
ITEM00267,2025-06-29 18:10:52,2025-08-30 13:57:04,disposed,One-Piece,Dress,Casual Dress,Kids,2,"100,0,0,0,0,0,0,0",Multicolor,Kids,Uniqlo,donation,10.35,0.0,moderate
ITEM00268,2025-06-05 19:47:04,2025-09-13 20:40:58,recycled,Accessories,General,Belt,Kids,0,"0,0,0,100,0,0,0,0",Red,XL,H&M,userSellIn,6.15,0.0,heavy
ITEM00269,2025-06-27 14:59:46,2025-08-23 18:54:27,disposed,Bottomwear,Pants,Shorts,Unisex,2,"100,0,0,0,0,0,0,0",Black,42,Adidas,userSellIn,8.19,0.0,heavy
ITEM00270,2025-07-03 10:19:21,2025-07-27 18:30:32,sold,Accessories,General,Handbag,Women,8,"100,0,0,0,0,0,0,0",White,XS,Gucci,donation,17.77,39.2,moderate
